item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDV44,Regular,191.61880493164062,2094.606689453125,Fruits and Vegetables,0.03983689472079277,8.364999771118164,2004,OUT035,Tier 2,Small,Supermarket Type1
FDJ56,LF,100.2699966430664,998.7000122070312,Fruits and Vegetables,0.18368816375732422,8.984999656677246,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCA53,Low Fat,47.10340118408203,145.81019592285156,Health and Hygiene,0.01729590632021427,,1985,OUT019,Tier 1,Small,Grocery Store
FDQ13,Low Fat,83.0907974243164,1593.9251708984375,Canned,0.01065815333276987,11.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCG30,Low Fat,123.10459899902344,1120.5413818359375,Household,0.11254900693893433,20.200000762939453,2002,OUT045,Tier 2,,Supermarket Type1
DRF15,Low Fat,154.9340057373047,1225.072021484375,Dairy,0.03321399167180061,18.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDG50,Low Fat,89.714599609375,547.28759765625,Canned,0.015295536257326603,7.40500020980835,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDL21,Regular,41.04800033569336,798.9600219726562,Snack Foods,0.007146414835005999,15.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDI08,Regular,250.20919799804688,2988.1103515625,Fruits and Vegetables,0.06656712293624878,18.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL46,Low Fat,117.34660339355469,824.9262084960938,Snack Foods,0.05427713319659233,20.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDG16,Low Fat,214.41920471191406,4961.54150390625,Frozen Foods,0.09032484889030457,15.25,2007,OUT017,Tier 2,,Supermarket Type1
FDC32,Low Fat,92.04620361328125,277.63861083984375,Fruits and Vegetables,0.1735270619392395,,1985,OUT019,Tier 1,Small,Grocery Store
NCR18,Low Fat,41.61119842529297,255.66720581054688,Household,0.020571082830429077,15.850000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRL23,Low Fat,106.19380187988281,1607.906982421875,Hard Drinks,0.015291576273739338,18.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDV45,Low Fat,187.95559692382812,2440.82275390625,Snack Foods,0.04511747509241104,16.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDP39,Low Fat,51.832401275634766,1090.5804443359375,Meat,0.06953290104866028,12.649999618530273,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDK20,Regular,124.30719757080078,5022.79541015625,Fruits and Vegetables,0.04152306914329529,12.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDV60,Regular,197.21099853515625,3535.39794921875,Baking Goods,0.0,20.200000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDV43,Low Fat,44.50859832763672,713.7376098632812,Fruits and Vegetables,0.0772903561592102,16.0,2007,OUT017,Tier 2,,Supermarket Type1
FDX56,Regular,206.16380310058594,4141.27587890625,Fruits and Vegetables,0.0743611603975296,17.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDY37,Regular,143.64700317382812,2862.93994140625,Canned,0.02644021436572075,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX44,Low Fat,88.41719818115234,2051.99560546875,Fruits and Vegetables,0.04275847598910332,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDD45,Low Fat,95.943603515625,2741.764404296875,Fruits and Vegetables,0.11622698605060577,8.614999771118164,2004,OUT035,Tier 2,Small,Supermarket Type1
NCO14,Low Fat,42.60860061645508,133.8258056640625,Household,0.029638266190886497,9.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDS08,Low Fat,177.93699645996094,1587.9329833984375,Fruits and Vegetables,0.05695044994354248,5.735000133514404,2004,OUT035,Tier 2,Small,Supermarket Type1
FDG02,Low Fat,191.91879272460938,571.2564086914062,Canned,0.019716845825314522,,1985,OUT019,Tier 1,Small,Grocery Store
FDF12,Low Fat,147.60760498046875,3103.959716796875,Baking Goods,0.08235926181077957,8.234999656677246,1987,OUT013,Tier 3,High,Supermarket Type1
DRP47,Low Fat,252.83819580078125,6308.455078125,Hard Drinks,0.14060331881046295,15.75,1997,OUT046,Tier 1,Small,Supermarket Type1
FDI22,Low Fat,207.26119995117188,4390.28515625,Snack Foods,0.09621243178844452,12.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
NCS05,Low Fat,133.29420471191406,2649.884033203125,Health and Hygiene,0.02096061408519745,11.5,1987,OUT013,Tier 3,High,Supermarket Type1
NCI18,Low Fat,222.37460327148438,5609.365234375,Household,0.013956115581095219,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDO38,low fat,78.99859619140625,2259.059326171875,Canned,0.07248632609844208,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCS42,Low Fat,91.8145980834961,2371.57958984375,Household,0.06952439248561859,8.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDE11,Regular,184.49240112304688,3146.57080078125,Starchy Foods,0.13498355448246002,17.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDP27,Low Fat,188.4530029296875,379.5060119628906,Meat,0.1999358832836151,8.154999732971191,1998,OUT010,Tier 3,,Grocery Store
FDZ16,Regular,193.14779663085938,387.49560546875,Frozen Foods,0.27988696098327637,,1985,OUT019,Tier 1,Small,Grocery Store
DRF27,Low Fat,151.4340057373047,1225.072021484375,Dairy,0.028533032163977623,8.930000305175781,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDA40,Regular,87.08560180664062,527.3135986328125,Frozen Foods,0.0994255468249321,16.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDS45,Regular,107.66220092773438,2858.279296875,Snack Foods,0.029490377753973007,5.175000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
NCN18,Low Fat,111.75440216064453,4138.61279296875,Household,0.12411073595285416,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDD56,Regular,175.6053924560547,2451.4755859375,Fruits and Vegetables,0.10377827286720276,15.199999809265137,1997,OUT046,Tier 1,Small,Supermarket Type1
NCF07,Low Fat,102.20159912109375,1416.8223876953125,Household,0.03207232058048248,9.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDD14,LF,185.42660522460938,368.85321044921875,Canned,0.2973126769065857,,1985,OUT019,Tier 1,Small,Grocery Store
FDZ48,Low Fat,111.15440368652344,1118.5439453125,Baking Goods,0.07638928294181824,17.75,2007,OUT017,Tier 2,,Supermarket Type1
NCH06,Low Fat,245.64599609375,3695.18994140625,Household,0.07618366926908493,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX47,Regular,158.82879638671875,4399.6064453125,Breads,0.03474530577659607,6.550000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDF38,Regular,40.613800048828125,406.13800048828125,Canned,0.026336070150136948,11.800000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDL28,Regular,230.06680297851562,691.1004028320312,Frozen Foods,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
FDN40,Low Fat,153.2998046875,2153.197265625,Frozen Foods,0.0863848403096199,5.880000114440918,1987,OUT013,Tier 3,High,Supermarket Type1
FDZ31,Regular,189.75039672851562,2492.755126953125,Fruits and Vegetables,0.11367842555046082,15.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV32,Low Fat,61.85100173950195,1454.77294921875,Fruits and Vegetables,0.08869161456823349,7.784999847412109,2004,OUT035,Tier 2,Small,Supermarket Type1
NCI55,Low Fat,123.34140014648438,4751.814453125,Household,0.012592288665473461,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDQ27,Regular,102.5989990234375,1651.1839599609375,Meat,0.04425261914730072,5.190000057220459,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW14,Regular,87.71980285644531,1831.6158447265625,Dairy,0.038204312324523926,8.300000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
NCB43,Low Fat,188.68980407714844,3367.616455078125,Household,0.10031931847333908,20.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV03,Low Fat,156.2313995361328,2947.49658203125,Meat,0.05809126794338226,17.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDX04,Regular,47.63759994506836,335.5632019042969,Frozen Foods,0.041563697159290314,19.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDU52,Low Fat,157.06300354003906,312.9259948730469,Frozen Foods,0.11165454238653183,,1985,OUT019,Tier 1,Small,Grocery Store
FDC39,Low Fat,207.1295928955078,3739.1328125,Dairy,0.15916532278060913,7.40500020980835,2004,OUT035,Tier 2,Small,Supermarket Type1
FDY12,Regular,50.50080108642578,253.00399780273438,Baking Goods,0.14118382334709167,9.800000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO46,Regular,187.38720703125,2836.30810546875,Snack Foods,0.01414367277175188,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDT23,reg,78.89859771728516,623.1887817382812,Breads,0.07484766840934753,7.71999979019165,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDC21,Regular,109.72540283203125,651.1524047851562,Fruits and Vegetables,0.04313381761312485,14.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDD57,low fat,96.20939636230469,952.093994140625,Fruits and Vegetables,0.02243441715836525,18.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDM36,Regular,172.64219665527344,344.8843994140625,Baking Goods,0.10283010452985764,,1985,OUT019,Tier 1,Small,Grocery Store
FDR24,Regular,88.38300323486328,2067.30908203125,Baking Goods,0.06254731863737106,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDI38,Regular,205.7637939453125,621.19140625,Canned,0.02448243275284767,13.350000381469727,1998,OUT010,Tier 3,,Grocery Store
FDF58,Low Fat,64.95099639892578,1644.5260009765625,Snack Foods,0.009581155143678188,13.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDA07,Regular,123.9072036743164,1102.5648193359375,Fruits and Vegetables,0.030918873846530914,7.550000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDI26,Low Fat,179.8343963623047,1249.040771484375,Canned,0.0350288525223732,5.940000057220459,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDF47,Low Fat,222.87460327148438,3589.99365234375,Starchy Foods,0.09777000546455383,20.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCL30,Low Fat,127.53359985351562,1789.67041015625,Household,0.04894042760133743,18.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDU55,Low Fat,260.3277893066406,7549.50634765625,Fruits and Vegetables,0.035967107862234116,16.200000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDO51,Regular,44.011199951171875,340.88958740234375,Meat,0.042153503745794296,6.784999847412109,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDK27,Low Fat,122.27559661865234,121.17559814453125,Meat,0.015664229169487953,,1985,OUT019,Tier 1,Small,Grocery Store
FDX59,Low Fat,33.35580062866211,848.89501953125,Breads,0.05166127160191536,10.194999694824219,1997,OUT046,Tier 1,Small,Supermarket Type1
FDP01,Regular,151.76820373535156,1372.2137451171875,Breakfast,0.0636841431260109,20.75,2007,OUT017,Tier 2,,Supermarket Type1
FDL38,Regular,88.51719665527344,2408.864501953125,Canned,0.014793124049901962,13.800000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDR46,Low Fat,147.7760009765625,2490.092041015625,Snack Foods,0.13970039784908295,16.850000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDR11,Regular,159.35780334472656,3048.6982421875,Breads,0.14275982975959778,10.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDR04,Low Fat,98.60679626464844,2430.169921875,Frozen Foods,0.02245769463479519,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCT42,Low Fat,147.53919982910156,2684.505615234375,Household,0.024887319654226303,5.880000114440918,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW08,Low Fat,106.52799987792969,1171.8079833984375,Fruits and Vegetables,0.14898601174354553,12.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDX50,Low Fat,110.42279815673828,1105.22802734375,Dairy,0.07504932582378387,20.100000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDR47,Low Fat,193.37939453125,4291.74658203125,Breads,0.08796341717243195,17.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDC40,Regular,78.49859619140625,1791.6678466796875,Dairy,0.0653289332985878,16.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRK59,low fat,235.5615997314453,468.72320556640625,Hard Drinks,0.1262875348329544,8.895000457763672,1998,OUT010,Tier 3,,Grocery Store
FDM40,Low Fat,143.1154022216797,2410.86181640625,Frozen Foods,0.0,10.194999694824219,2007,OUT017,Tier 2,,Supermarket Type1
FDT04,Low Fat,40.18220138549805,510.6686096191406,Frozen Foods,0.10725881904363632,17.25,2002,OUT045,Tier 2,,Supermarket Type1
NCA41,Low Fat,192.31619262695312,2308.994384765625,Health and Hygiene,0.0327710323035717,16.75,2007,OUT017,Tier 2,,Supermarket Type1
FDI52,Low Fat,121.20719909667969,1470.08642578125,Frozen Foods,0.104658342897892,18.700000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
FDR15,reg,156.6313934326172,1241.0511474609375,Meat,0.033489979803562164,9.300000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCH42,Low Fat,229.6009979248047,2526.7109375,Household,0.036686159670352936,6.860000133514404,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDA32,LF,216.31919860839844,215.7191925048828,Fruits and Vegetables,0.05269104614853859,,1985,OUT019,Tier 1,Small,Grocery Store
FDW20,Low Fat,123.37300109863281,2093.94091796875,Fruits and Vegetables,0.024144861847162247,20.75,2004,OUT035,Tier 2,Small,Supermarket Type1
FDW52,Regular,162.65260314941406,4275.767578125,Frozen Foods,0.03758087754249573,14.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV14,Low Fat,88.58560180664062,703.0847778320312,Dairy,0.04456665739417076,19.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCY54,Low Fat,172.14219665527344,5000.82373046875,Household,0.1768343448638916,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDM02,Regular,88.61979675292969,1395.516845703125,Canned,0.0741521343588829,12.5,2007,OUT017,Tier 2,,Supermarket Type1
NCM41,Low Fat,93.11199951171875,932.1199951171875,Health and Hygiene,0.03562631830573082,16.5,1987,OUT013,Tier 3,High,Supermarket Type1
DRJ01,Low Fat,160.92359924316406,2255.73046875,Soft Drinks,0.11447535455226898,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX48,Regular,154.0655975341797,1390.1904296875,Baking Goods,0.038102202117443085,17.75,2007,OUT017,Tier 2,,Supermarket Type1
FDR57,Regular,156.12879943847656,2828.318359375,Snack Foods,0.023496966809034348,5.675000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ44,Low Fat,115.48079681396484,820.265625,Fruits and Vegetables,0.03894812613725662,8.1850004196167,2007,OUT017,Tier 2,,Supermarket Type1
FDB11,LF,224.14039611816406,4725.8486328125,Starchy Foods,0.061192210763692856,16.0,2007,OUT017,Tier 2,,Supermarket Type1
FDQ33,Low Fat,150.3708038330078,4363.6533203125,Snack Foods,0.09134896099567413,13.350000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDN46,Regular,103.1332015991211,1845.59765625,Snack Foods,0.14522065222263336,7.210000038146973,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV56,Regular,109.3595962524414,1186.45556640625,Fruits and Vegetables,0.013623294420540333,16.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDZ32,Regular,106.49639892578125,1577.946044921875,Fruits and Vegetables,0.0,7.784999847412109,1987,OUT013,Tier 3,High,Supermarket Type1
NCO54,Low Fat,57.161399841308594,331.5683898925781,Household,0.014262412674725056,19.5,1987,OUT013,Tier 3,High,Supermarket Type1
DRJ59,Low Fat,38.81639862060547,77.23280334472656,Hard Drinks,0.032425180077552795,11.649999618530273,1998,OUT010,Tier 3,,Grocery Store
FDN03,Regular,250.1407928466797,4005.452880859375,Meat,0.015087111853063107,9.800000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
FDK50,Low Fat,160.78939819335938,3235.7880859375,Canned,0.0,7.960000038146973,2007,OUT017,Tier 2,,Supermarket Type1
NCL42,Low Fat,244.014404296875,5635.3310546875,Household,0.04059996455907822,18.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDY35,Regular,43.94020080566406,1286.3255615234375,Breads,0.016052599996328354,17.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDF34,Regular,199.1083984375,396.8168029785156,Snack Foods,0.014041190035641193,9.300000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDA45,Low Fat,177.33700561523438,2822.991943359375,Snack Foods,0.156012624502182,21.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDI56,Low Fat,92.214599609375,91.214599609375,Fruits and Vegetables,0.15630798041820526,7.324999809265137,1998,OUT010,Tier 3,,Grocery Store
FDC28,Low Fat,108.62539672851562,1844.9317626953125,Frozen Foods,0.054986920207738876,7.90500020980835,1997,OUT046,Tier 1,Small,Supermarket Type1
FDL22,Low Fat,92.54879760742188,2625.915283203125,Snack Foods,0.0362139530479908,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDD11,Low Fat,254.70399475097656,3036.048095703125,Starchy Foods,0.030468469485640526,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDR60,Low Fat,78.23280334472656,1004.0264282226562,Baking Goods,0.12978357076644897,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDI05,Regular,76.535400390625,1655.1788330078125,Frozen Foods,0.127066969871521,8.350000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDU56,LF,182.42660522460938,2028.692626953125,Fruits and Vegetables,0.04441405460238457,16.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDR01,Regular,200.1741943359375,6171.30029296875,Canned,0.053361620754003525,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRJ25,Low Fat,47.56919860839844,443.42279052734375,Soft Drinks,0.15118086338043213,14.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRH01,Low Fat,171.7738037109375,2432.833251953125,Soft Drinks,0.09845781326293945,17.5,2007,OUT017,Tier 2,,Supermarket Type1
FDN57,Low Fat,143.51539611816406,567.2615966796875,Snack Foods,0.09495707601308823,,1985,OUT019,Tier 1,Small,Grocery Store
FDN56,Regular,145.87860107421875,288.95721435546875,Fruits and Vegetables,0.1874433159828186,,1985,OUT019,Tier 1,Small,Grocery Store
FDW31,Regular,199.4741973876953,2587.964599609375,Fruits and Vegetables,0.04324562847614288,11.350000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDM22,Regular,53.4640007019043,1597.9200439453125,Snack Foods,0.0417545847594738,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDZ01,Regular,103.0989990234375,309.59698486328125,Canned,0.00905130710452795,8.975000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDR28,Regular,164.92100524902344,2609.93603515625,Frozen Foods,0.02593674696981907,13.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDA02,Regular,143.07859802246094,3178.529296875,Dairy,0.029697924852371216,14.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDR33,Low Fat,110.35700225830078,3185.85302734375,Snack Foods,0.02678893692791462,7.309999942779541,1997,OUT046,Tier 1,Small,Supermarket Type1
NCD54,Low Fat,142.77859497070312,144.47860717773438,Household,0.05079091712832451,,1985,OUT019,Tier 1,Small,Grocery Store
FDM45,Regular,119.67559814453125,2423.511962890625,Snack Foods,0.08819472789764404,8.654999732971191,1997,OUT046,Tier 1,Small,Supermarket Type1
FDF20,Low Fat,199.07679748535156,3153.228759765625,Fruits and Vegetables,0.03319252282381058,12.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDW45,Low Fat,148.6417999267578,2795.694091796875,Snack Foods,0.03897852450609207,18.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDM13,Low Fat,132.8625946044922,524.650390625,Breakfast,0.06343267858028412,6.425000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDN27,Low Fat,116.88079833984375,820.265625,Meat,0.03955501690506935,20.850000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDT26,Regular,120.34400177001953,1797.6600341796875,Dairy,0.06805915385484695,18.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
